"CASE";"gender";"insta";"edu";"age";"plz";"REF";"grp";"l1_regio";"l1_fairbez";"l1_umweltziel";"l1_divinkl";"l1_recycling";"l1_vegan";"l1_transpa";"l1_qual";"l1_kauf";"l2_regio";"l2_fairbez";"l2_umweltziel";"l2_divinkl";"l2_recycling";"l2_vegan";"l2_transpa";"l2_qual";"l2_kauf";"l_regio";"l_fairbez";"l_umweltziel";"l_divinkl";"l_recycling";"l_vegan";"l_transpa";"l_qual";"l_kauf";"grund_regio";"grund_fairbez";"grund_umweltziel";"grund_divinkl";"grund_recycling";"grund_vegan";"grund_preilei";"grund_transpa";"grund_qual"
"2136";"männlich";"Ja";"Fachhochschul-/Hochschulabschluss";"34";"13";"a3";"Grün";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3,0";"3,0";"3,5";"3,0";"3,0";"3,5";"3";"3,0";"3,0";"1";"2";"1";"1";"1";"1";"2";"1";"2"
"2143";"weiblich";"Ja";"Fachhochschul-/Hochschulabschluss";"24";"15";"a5";"Blau";"4";"3";"3";"2";"2";"2";"3";"5";"2";"2";"2";"2";"2";"2";"2";"3";"4";"5";"3,0";"2,5";"2,5";"2,0";"2,0";"2,0";"3";"4,5";"3,5";"1";"1";"1";"1";"2";"1";"2";"1";"2"
"2156";"weiblich";"Ja";"Fachhochschul-/Hochschulabschluss";"36";"15";"a5";"Grün";"1";"2";"4";"2";"4";"4";"1";"4";"3";"2";"3";"4";"4";"4";"2";"2";"4";"5";"1,5";"2,5";"4,0";"3,0";"4,0";"3,0";"1";"4,0";"4,0";"1";"2";"1";"1";"1";"1";"2";"1";"2"
"2153";"weiblich";"Ja";"Abitur, Hochschulreife";"21";"55";"a1";"Blau";"3";"3";"3";"3";"4";"3";"3";"3";"5";"2";"4";"3";"3";"4";"4";"4";"3";"5";"2,5";"3,5";"3,0";"3,0";"4,0";"3,5";"3";"3,0";"5,0";"1";"2";"1";"1";"1";"1";"2";"1";"2"
"2166";"weiblich";"Nein";"Mittlere Reife, Realschul- oder gleichwertiger Abschluss";"37";"40";"a5";"Blau";"4";"4";"4";"4";"4";"3";"4";"4";"5";"3";"3";"3";"3";"3";"3";"3";"3";"5";"3,5";"3,5";"3,5";"3,5";"3,5";"3,0";"4";"3,5";"5,0";"1";"1";"1";"1";"1";"1";"2";"1";"1"
"2168";"männlich";"Ja";"Fachhochschul-/Hochschulabschluss";"28";"10";"a5";"Grün";"2";"4";"4";"3";"4";"4";"4";"4";"5";"4";"4";"4";"4";"4";"5";"4";"5";"2";"3,0";"4,0";"4,0";"3,5";"4,0";"4,5";"4";"4,5";"3,5";"1";"1";"1";"1";"1";"1";"2";"1";"1"
"2175";"männlich";"Ja";"Abitur, Hochschulreife";"24";"10";"a2";"Blau";"4";"4";"4";"4";"4";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"5";"4,0";"4,0";"4,0";"4,0";"4,0";"4,0";"4";"4,0";"5,0";"1";"1";"1";"2";"1";"1";"2";"1";"2"
"2184";"weiblich";"Ja";"Abitur, Hochschulreife";"19";"14";"a2";"Grün";"4";"4";"5";"4";"4";"4";"4";"4";"3";"4";"4";"5";"5";"5";"5";"5";"5";"5";"4,0";"4,0";"5,0";"4,5";"4,5";"4,5";"4";"4,5";"4,0";"1";"2";"1";"1";"1";"1";"2";"1";"2"
"2191";NA;NA;NA;NA;NA;"a5";"Grün";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0";"0,0";"0,0";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2193";"männlich";"Ja";"Abitur, Hochschulreife";"20";"14";"a1";"Blau";"2";"2";"2";"2";"4";"3";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2,0";"2,0";"2,0";"2,0";"3,0";"2,5";"2";"2,0";"3,0";"1";"1";"1";"1";"1";"1";"2";"2";"2"
"2199";"weiblich";"Ja";"Fachhochschul-/Hochschulabschluss";"27";"30";"a5";"Grün";"4";"3";"4";"3";"4";"3";"3";"4";"5";"2";"2";"3";"4";"3";"2";"4";"3";"2";"3,0";"2,5";"3,5";"3,5";"3,5";"2,5";"3";"3,5";"3,5";"1";"1";"1";"1";"2";"1";"2";"1";"2"
